,logistics,_id,area,weight,fee,time
214,武汉中通,75506176883685,湖南,1.5,2.85,2021-11-03
215,武汉中通,75506176588738,湖南,1.5,2.85,2021-11-03
216,武汉中通,75506176709068,湖南,1.5,2.85,2021-11-03
217,武汉中通,75506176589627,湖南,1.5,2.85,2021-11-03
218,武汉中通,75506176710180,湖南,1.5,2.85,2021-11-03
219,武汉中通,75506176733529,湖南,1.5,2.85,2021-11-03
220,武汉中通,75506176870526,湖南,1.5,2.85,2021-11-03
221,武汉中通,75506176589323,湖南,1.5,2.85,2021-11-03
222,武汉中通,75506176573035,湖南,1.5,2.85,2021-11-03
223,武汉中通,75506176883631,湖南,1.5,2.85,2021-11-03
224,武汉中通,75506176733715,湖南,1.5,2.85,2021-11-03
225,武汉中通,75506176865914,湖南,1.5,2.85,2021-11-03
226,武汉中通,75506176712226,湖南,1.5,2.85,2021-11-03
227,武汉中通,75506176865771,湖南,1.5,2.85,2021-11-03
228,武汉中通,75506177493469,湖南,1.5,2.85,2021-11-03
229,武汉中通,75506176866196,湖南,1.5,2.85,2021-11-03
230,武汉中通,75506176587566,湖南,1.5,2.85,2021-11-03
231,武汉中通,75506176575360,湖南,1.5,2.85,2021-11-03
232,武汉中通,75506176709517,湖南,1.5,2.85,2021-11-03
233,武汉中通,75506176587305,湖南,1.5,2.85,2021-11-03
234,武汉中通,75506176867376,湖南,1.5,2.85,2021-11-03
235,武汉中通,75506176709877,湖南,1.5,2.85,2021-11-03
236,武汉中通,75506177491055,湖南,1.5,2.85,2021-11-03
237,武汉中通,75506176883780,湖南,1.5,2.85,2021-11-03
238,武汉中通,75506176574177,湖南,1.5,2.85,2021-11-03
239,武汉中通,75506176883792,湖南,1.5,2.85,2021-11-03
240,武汉中通,75506176589456,湖南,1.5,2.85,2021-11-03
241,武汉中通,75506176573326,湖南,1.5,2.85,2021-11-03
242,武汉中通,75506176711252,湖南,1.5,2.85,2021-11-03
243,武汉中通,75506176587823,湖南,1.5,2.85,2021-11-03
244,武汉中通,75506176864436,湖南,1.5,2.85,2021-11-03
245,武汉中通,75506176708996,湖南,1.5,2.85,2021-11-03
246,武汉中通,75506176733320,湖南,1.5,2.85,2021-11-03
247,武汉中通,75506176576660,湖南,1.5,2.85,2021-11-03
248,武汉中通,75506176710391,湖南,1.5,2.85,2021-11-03
249,武汉中通,75506176572996,湖南,1.5,2.85,2021-11-03
250,武汉中通,75506176710894,湖南,1.5,2.85,2021-11-03
251,武汉中通,75506176865054,湖南,1.5,2.85,2021-11-03
252,武汉中通,75506177492197,湖南,1.5,2.85,2021-11-03
253,武汉中通,75506176710726,湖南,1.5,2.85,2021-11-03
254,武汉中通,75506176867550,湖南,1.5,2.85,2021-11-03
255,武汉中通,75506177490523,湖南,1.5,2.85,2021-11-03
256,武汉中通,75506176587943,湖南,1.5,2.85,2021-11-03
257,武汉中通,75506176709892,湖南,1.5,2.85,2021-11-03
258,武汉中通,75506176587877,湖南,1.5,2.85,2021-11-03
259,武汉中通,75506176713518,湖南,1.5,2.85,2021-11-03
260,武汉中通,75506176574626,湖南,1.5,2.85,2021-11-03
261,武汉中通,75506176574164,湖南,1.5,2.85,2021-11-03
262,武汉中通,75506177493696,湖南,1.5,2.85,2021-11-03
263,武汉中通,75506176576780,湖南,1.5,2.85,2021-11-03
264,武汉中通,75506176864017,湖北,1.5,2.85,2021-11-03
265,武汉中通,75506176574761,湖北,1.5,2.85,2021-11-03
266,武汉中通,75506176712075,湖北,1.5,2.85,2021-11-03
267,武汉中通,75506176708962,湖北,1.5,2.85,2021-11-03
268,武汉中通,75506176588248,湖北,1.5,2.85,2021-11-03
269,武汉中通,75506176573010,湖北,1.5,2.85,2021-11-03
270,武汉中通,75506176587816,湖北,1.5,2.85,2021-11-03
271,武汉中通,75506176576353,湖北,1.5,2.85,2021-11-03
272,武汉中通,75506176903547,湖北,1.5,2.85,2021-11-03
273,武汉中通,75506176713561,湖北,1.5,2.85,2021-11-03
274,武汉中通,75506176588817,湖北,1.5,2.85,2021-11-03
275,武汉中通,75506176883723,湖北,1.5,2.85,2021-11-03
276,武汉中通,75506176710506,湖北,1.5,2.85,2021-11-03
277,武汉中通,75506176575776,湖北,1.5,2.85,2021-11-03
278,武汉中通,75506176574085,湖北,1.5,2.85,2021-11-03
279,武汉中通,75506176867521,湖北,1.5,2.85,2021-11-03
280,武汉中通,75506177025562,湖北,1.5,2.85,2021-11-03
281,武汉中通,75506177491520,湖北,1.5,2.85,2021-11-03
282,武汉中通,75506176732109,湖北,1.5,2.85,2021-11-03
283,武汉中通,75506176731342,湖北,1.5,2.85,2021-11-03
284,武汉中通,75506177491566,湖北,1.5,2.85,2021-11-03
285,武汉中通,75506176588036,湖北,1.5,2.85,2021-11-03
286,武汉中通,75506176866645,湖北,1.5,2.85,2021-11-03
287,武汉中通,75506176588368,湖北,1.5,2.85,2021-11-03
